artist_slug,production_artist_id,local_artist_id,artist_name,entity_type,status,popular,popularity_rank,artline_artist_url,current_aliases,current_birth_year,current_death_year,current_date_display,current_country_codes,current_country_relationships,geography_review_state,has_biography,current_authority_ids,current_source_urls,artworks,paintings,no_primary_image,no_displayable_image,paintings_no_displayable_image,research_gaps,proposed_name,proposed_country_codes,country_evidence_url,country_evidence_fact,proposed_birth_year,proposed_death_year,date_evidence_url,proposed_artist_authority_url,proposed_artist_source_url,research_outcome,research_notes,checked_at
hieronymus-bosch-q130531,3f273212-c815-4e99-ba09-9842f538e018,3f273212-c815-4e99-ba09-9842f538e018,Hieronymus Bosch,person,review,true,32,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/hieronymus-bosch-q130531,"[""Ambrosius Bosch"",""Bosch"",""El Bosco"",""Hieronimus Bosch"",""Hieronimus de Bosch"",""Hieronymous Bosch"",""Hieronymus Bosch van Aiken"",""Hieronymus Bosco"",""Hieronymus van Aeken"",""Hieronymus Van Aken"",""Hieronymus van Aken Bosch"",""Hieronymus van Bos"",""Ieronim Boskh"",""Ierōnymos Bos"",""Jeroen Anthoniszoon van Aken"",""Jeroen Bosch"",""Jeroen van Aken"",""Jerome Bosch"",""Jerome Boss"",""Jerome van Aken"",""Jerome Van Aken Bosch"",""Jerominus Bos"",""Jeronimo Bosch"",""Jeronimo Bosque"",""Jeronimus Bos"",""Jeronimus Bosch"",""Jheronimus Aquen"",""Jheronimus Bosch"",""Jheronimus van Aeken"",""Jheronymus Bosch"",""Jheronymus van Aken""]",1450,1516,1450–1516,,"[{""country_code"":""NL"",""relationship_type"":""birth"",""is_primary"":false}]",not_reviewed,true,"[{""scheme"":""nga-constituent"",""id"":""986"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q130531"",""url"":""https://www.wikidata.org/wiki/Q130531""}]","[""https://pantheon.world/profile/person/Hieronymus_Bosch"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q130531""]",18,18,9,9,9,country,,,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/constituents.csv,"Official NGA constituent 986, Hieronymus Bosch, Wikidata Q130531: nationality = Netherlandish; displaydate = Netherlandish, c. 1450 - 1516. Netherlandish is a historical cultural label; the provided modern-country taxonomy does not supply a direct equivalent. Review any NL/BE mapping. Do not interpret the National Gallery phrase living 1474 as a birth date.",,,,,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/constituents.csv,needs_review,Country evidence researched. Additional museum paintings were sought in the NGA objects dataset and checked against the complete supplied active/archived index and redirects. See duplicate_check_audit.csv.,2026-09-15T19:16:49.818984Z
giovanni-bellini-q17169,48b84290-59c7-45e4-b5eb-6ebd823cb528,48b84290-59c7-45e4-b5eb-6ebd823cb528,Giovanni Bellini,person,review,true,59,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/giovanni-bellini-q17169,"[""Belini"",""Belino"",""Bellein"",""Belleni"",""Bellin"",""Bellin Bellin"",""Bellini"",""Bellini Giovanni"",""Bellino"",""De Bellino"",""G. Belini"",""G. Bellini"",""G. Bellino"",""G. Da Bellino"",""G. de Bellini"",""G. di Bellini"",""G. di Bellino"",""Gembilino"",""Giam. Ballin"",""Giambelin"",""Giambelino"",""Giambellini"",""Giambellino"",""Gio. Bellin"",""Gio Bellini"",""Gio: Bellinj"",""Gio Bellino"",""Gio da Belino"",""Gio de Belino"",""Giouanni Bellini"",""Giouanni Bellino"",""Giovan Bellini"",""Giovani Bellini"",""Giovanni Belino"",""Giovanni Bellein"",""Giovanni Belleni"",""Giovanni Bellin"",""Giovanni Bellinj"",""Giovanni Bellino"",""Giovanni da Bellini"",""Giovanni da Bellino"",""Giovanni de Bellini"",""Giovanni di Bellini"",""Giovanni di Bellino"",""Giov. Bellini"",""Giov. da Bellino"",""Giov. di Bellini"",""I. Belino"",""Ioannes Bellinus"",""Jan Belino"",""Jan Bellin"",""Jan Bellino"",""Jan de Bellini"",""Jan de Bellino"",""J. Bélin"",""J. Belino"",""J. Bellin"",""J. Bellini"",""J. Bellino"",""J. da Bellini"",""J. da Bellino"",""J. De Belleni"",""J. de Bellini"",""J. De Bellino"",""J. Di Bellini"",""Jean Belin"",""Jean Béllin"",""Jean Bellineau"",""Jean Bellino"",""Jean de Beline"",""Jean de Belline"",""Jean de Bellino"",""Jn. Bellini"",""Jno. de Bellino"",""joan belino"",""Joan Bellino"",""Joannes Bellinus"",""Joh. Bellino"",""John Belino"",""John Bellin"",""John Bellini"",""John Bellini Master of Titian"",""John da Bellino"",""John de Bellini"",""John de Bellino"",""Juan Belin"",""Juan Belino"",""or Bellini Giovanni Bellino"",""Zambelin"",""Zambelino"",""Zambellin"",""Zambellini"",""Zambellino"",""Zan bellin"",""Zuan Belin"",""Zuan Bellin""]",1430,1516,1430–1516,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""936"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q17169"",""url"":""https://www.wikidata.org/wiki/Q17169""}]","[""https://pantheon.world/profile/person/Giovanni_Bellini"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/06190024147"",""https://www.wikidata.org/wiki/Q17169""]",17,15,4,4,4,,,,,,,,,,,,,
titian-q47551,4b9ee50d-c0bd-429c-9009-ad3d2bd277ea,4b9ee50d-c0bd-429c-9009-ad3d2bd277ea,Titian,person,review,true,25,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/titian-q47551,"[""called Titian Tiziano Vecelli"",""Called, Titian Tiziano Vecelli Cavaliere"",""called Titian Veccellio"",""de Cador Titien de Vecelli"",""de Cador Titien Vecelli"",""Detiano"",""Ditiano"",""dit le Titien Titiano Vecelli da Cadore"",""dit Le Titien Titianus Vecellio"",""dit Le Titien Vecelli"",""genannt Vecelli Titian"",""Le Titien"",""ou le Titien Titianus Vecellio"",""teriano vecellio"",""Tetian"",""Tetiano"",""Thitsiaen"",""Thitsian"",""Ticciani"",""Ticciano"",""Tician"",""Ticiano"",""Ticiano Vecelio"",""Ticijan"",""Tietsiaen"",""tipciano"",""tipziano"",""Tisciano"",""Tishan"",""Tishian"",""Tisiaen"",""Tisiano"",""Tisien"",""Tissian"",""Tissien"",""Titain"",""Titiaan"",""Titiaen"",""Titiaen Uccello"",""Titiani"",""Titiano"",""Titiano da Cadore"",""Titiano d'Uxellio Dacadore"",""Titiano Vccello"",""Titiano Veccelly"",""Titiano Vecelli"",""Titiano Vecellio"",""Titiano Vercelli"",""Titiano Vicelli"",""titians"",""Titianus"",""Titianus Vecelly"",""Titian Vecelli"",""Titian Vecelli da Cadore"",""Titien"",""Titien de Vecelli"",""Titien de Vecelli de Cador"",""Titien Vecelli"",""Titien Vecelli da Cador"",""Titien Vecelli De Cador"",""Titien Vecelly"",""Titien Wecelli"",""Tititian"",""Titsiaen"",""Tit︠s︡ian"",""Tit︠s︡iano Vechellio"",""Tittien-Vecelli"",""Tizano"",""Tiziani"",""Tiziano veccelio"",""Tiziano veccelli"",""Tiziano Veccellio"",""Tiziano Vecelli Cavaliere"",""Tiziano Vecelli da Cador"",""Tiziano Vecelli da Cadore"",""Tiziano Vecellio da Cadore stato Veneto"",""Tiziano Vecellio di Cadore"",""Tiziano Vecellio Genannt Tiziano"",""tiziano vezelli"",""Tiziano Vicelli"",""tizian v."",""tizian vecelli"",""tizian vecellio"",""Tizzani"",""Tizziani"",""Tizziano"",""Ttalion"",""tticiano"",""ttiziano"",""Tuziano"",""Tycjan"",""Veccelli Titian genoemd Titiaan"",""Vecelio Ticiano"",""Vecelli"",""Vecelli da Cadore"",""Vecelli da Cadore Titian"",""Vecelli da Cadore, Ven. Titian"",""Vecellio Titian"",""Vicelli"",""Ziano""]",1488,1576,1488–1576,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1932"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q47551"",""url"":""https://www.wikidata.org/wiki/Q47551""}]","[""https://en.wikipedia.org/wiki/Titian"",""https://pantheon.world/profile/person/Titian"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q47551""]",24,22,7,7,7,,,,,,,,,,,,,
paul-klee-q44007,4cc00ff4-708d-4193-97f4-e70e069924e3,4cc00ff4-708d-4193-97f4-e70e069924e3,Paul Klee,person,review,true,52,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/paul-klee-q44007,"[""p. klee""]",1879,1940,1879–1940,DE,"[{""country_code"":""CH"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""DE"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""3130"",""url"":""https://www.moma.org/collection/works/79012""},{""scheme"":""nga-constituent"",""id"":""2594"",""url"":""""},{""scheme"":""tate-person"",""id"":""1417"",""url"":""https://www.tate.org.uk/art/artworks/klee-walpurgis-night-t00669""},{""scheme"":""wikidata"",""id"":""Q44007"",""url"":""https://www.wikidata.org/wiki/Q44007""}]","[""https://en.wikipedia.org/wiki/Paul_Klee"",""https://pantheon.world/profile/person/Paul_Klee"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/79012"",""https://www.wikidata.org/wiki/Q44007""]",205,50,156,156,34,,,,,,,,,,,,,
canaletto-q182664,4dd196e1-44f5-4ee5-9260-c57616d9c7b3,4dd196e1-44f5-4ee5-9260-c57616d9c7b3,Canaletto,person,review,true,85,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/canaletto-q182664,"[""a. canal"",""A. Canale"",""A. Canaletti"",""a. canaletto"",""A. C. Canaletto"",""ant. canal"",""Ant. Canaletti"",""Antoine Canaletti"",""Antoine Canaletto"",""Antoine Canaletty"",""Antoine Canalle"",""antonio called canaletto canale"",""Antonio Canal"",""Antonio Canal detto il Canaletto"",""Antonio Canale"",""antonio canale canaletto"",""Antonio Canale detto Canaletto"",""Antonio Canale Genannt Canaletto"",""Antonio Canale gen. Canaletto"",""Antonio Canale il Canaletto"",""Antonio Canaleto"",""Antonio Canaletta"",""Antonio Canaletti"",""Antonio Canaletto"",""antonio canal genannt canaletto"",""Antonio Canal gen. Canaletto"",""Antonio Canali detto Canaletto"",""antonio canal il canaletto"",""Antonio Canalletti"",""Antonio Caneletti"",""Antonio Canelitti"",""Antonio Canletti"",""Antonio Cannaletti"",""Antonio Cannalletti"",""Antonio Canoletti"",""Antonio Canuletti"",""Antonio Carnaletti"",""Antonio Cornaletti"",""antonio da canale"",""Antonio, genannt Canaletto Canal"",""Antonio genannt Canaletto Canale"",""Antonio gen. Canaletto Canal"",""Antonio, gen. Canaletto Canale"",""Antonio Giovanni Canaletto"",""Antonio Kanale"",""Antonio Kanaletto"",""Antonio Kannaletti"",""Antony Canaletti"",""Cagnaletti"",""Called, Canaletto Antonio Canal"",""canal"",""canal antonin dit le canaletto"",""Canale"",""canale antonio da gen. canaletto oder tonino"",""Canale Antonio detto il Canaletto"",""Canaleti"",""Canaleto"",""Canaletta"",""Canaletta dem ältern"",""Canalette"",""Canaletti"",""Canaletti Antoine"",""Canalettie"",""Canaletti the younger"",""canaletto a."",""Canaletto Giovanni Antonio Canal"",""Canaletto veneziano"",""Canaletty"",""Canalleto"",""Canalletti"",""Caneletti"",""Canelitti"",""Canelletto"",""Canletti"",""Cannaleta"",""Cannaleti"",""Cannaletta"",""Canna Letta"",""Cannaletti"",""Cannaletto"",""Cannalettti"",""Cannalitti"",""Cannalletti"",""Cannelette"",""Cannelletti"",""Canolette"",""Canolette il Grande"",""Canoletti"",""Canoletto"",""Canuleti"",""Canuletti"",""Carnaletti"",""Carnatetto"",""Carroletti"",""Cornaletti"",""Cunale"",""Cunnaletti"",""detto Canaletto Antonio Canali"",""dit Canaletti Ant. Canalle"",""dit Canaletti Antoine Canal"",""dit Canaletti Antoine Canall"",""dit Canaletti Antonio Canalle"",""genannt Canaletto Antonio Canale"",""gen. canaletto a. canal"",""gen. Canaletto antonio canal"",""gen. Canaletto Antonio Canale"",""gen. Canaletto Giovanni Antonio Canale"",""Giovanni Antonio, called Canaletto Canal"",""Giovanni Antonio Canal"",""Giovanni Antonio Canale gen. Canaletto"",""Giovanni Antonio Canaletto"",""giovanni antonio gen. canaletto canal"",""il Canaletto"",""Kanaletto"",""Kannaletti"",""le vieux Canaletti""]",1697,1768,1697–1768,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1080"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q182664"",""url"":""https://www.wikidata.org/wiki/Q182664""}]","[""https://pantheon.world/profile/person/Canaletto"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/09940004684"",""https://www.wikidata.org/wiki/Q182664""]",134,14,21,21,2,,,,,,,,,,,,,
vincent-van-gogh-q5582,5167a832-6547-4282-8e63-fa5ab8d5fa5e,5167a832-6547-4282-8e63-fa5ab8d5fa5e,Vincent van Gogh,person,review,true,3,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/vincent-van-gogh-q5582,[],1853,1890,1853–1890,NL,"[{""country_code"":""NL"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""NL"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""61295"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/394702""},{""scheme"":""moma-person"",""id"":""2206"",""url"":""https://www.moma.org/collection/works/80013""},{""scheme"":""nga-constituent"",""id"":""1349"",""url"":""""},{""scheme"":""rijks-person"",""id"":""2102256"",""url"":""https://id.rijksmuseum.nl/200672687""},{""scheme"":""smk-person"",""id"":""1426_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS1840""},{""scheme"":""tate-person"",""id"":""1182"",""url"":""https://www.tate.org.uk/art/artists/vincent-van-gogh-1182""},{""scheme"":""wikidata"",""id"":""Q5582"",""url"":""https://www.wikidata.org/wiki/Q5582""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS1840"",""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Vincent_van_Gogh"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/80013"",""https://www.tate.org.uk/art/artists/vincent-van-gogh-1182"",""https://www.wikidata.org/wiki/Q5582""]",102,81,22,22,21,,,,,,,,,,,,,
andrea-mantegna-q5681,533ff1f1-bb5d-4c75-8372-2f3093dffde5,533ff1f1-bb5d-4c75-8372-2f3093dffde5,Andrea Mantegna,person,review,true,67,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/andrea-mantegna-q5681,"[""Adam Montegnio"",""A. de Mantegna"",""A. Mantagna"",""A. Mantegna"",""A. Martegna"",""A. Melegna"",""A. Montigna"",""And. Mantegna"",""And. Mantgna"",""Andrea Blaise"",""Andrea Blasii"",""Andrea di Biagio"",""Andrea di Mantegna"",""Andrea Mantegna maestro del Correggio"",""Andrea Mantegni"",""Andrea Mantegno"",""Andrea Mantenga"",""andrea mantenghi"",""andrea manteni"",""andrea mantenia"",""Andrea Mantenʹi︠a︡"",""andrea mantina"",""Andrea Mantuani"",""Andrea Montagna"",""Andrea Montagne"",""Andrea Montegna"",""André Mantaigne"",""André Mantegna"",""André Mantegne"",""André Montegna"",""Andrew Mantegna"",""Andria Mantegnia"",""Andr. Mantegna"",""An. Mantegna"",""Manseignes"",""Mantegna"",""Mantegni"",""Manteignes"",""manteña"",""Mantenga"",""Mantiglia"",""Mantuani"",""Mategna"",""Mentenga"",""Montegna""]",1431,1506,1431–1506,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1507"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q5681"",""url"":""https://www.wikidata.org/wiki/Q5681""}]","[""https://pantheon.world/profile/person/Andrea_Mantegna"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q5681""]",22,11,11,11,8,,,,,,,,,,,,,
elisabeth-vigee-le-brun-q213163,53e4beb4-e032-44c7-aba6-31a479029f56,53e4beb4-e032-44c7-aba6-31a479029f56,Élisabeth Vigée Le Brun,person,review,true,93,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/elisabeth-vigee-le-brun-q213163,"[""Elisabeth Lebrun"",""Elisabeth Le Brun"",""Elisabeth-Louise Vigée-Lebrun"",""Élisabeth Louise Vigée Le Brun"",""Elisabeth Louis Vigee Le Brun"",""elisabeth vigee-lebrun"",""Elisabeth Vigée-Le Brun"",""Elisabeth Vigee-Lebrun Le Brun"",""Elizabeth-Louise Vigee Le Brun"",""Elizabeth Vegee-Lebrun"",""Elizabeth Vigee Le Brun"",""el. luise le brun geb. vigee"",""E. L. Vigée le Brun"",""e. vigee le brun"",""e. vigee-lebrun"",""Le Brun Le Brun"",""lebrun vigee marie louise"",""Louise Elisabeth Vigee"",""Louise-Elisabeth Vigee Le Brun"",""Louise Elisabeth Vigée- Lebrun"",""Madame Lebrun"",""Madame Le Brun"",""madame vigee lebrun"",""Madam Le Brun"",""Mad: le Brun"",""Mad. Lebrun"",""Madme. Lebrun"",""Marie Anne Elisabeth Vigée Lebrun"",""Marie Brun"",""Marie Elizabeth Louise Vigee-Lebrun"",""Marie L. E. Vigee-Lebrun"",""Marie Louise Elisabeth Lebrun"",""Marie Louise Elisabeth Le Brun"",""Marie Louise Elisabeth Lebrun geb. Vigée"",""Marie-Louise-Elisabeth Vigee Le Brun"",""Marie Louise Elisabeth Vigée Lebrun"",""Marie Louise Elizabeth Lebrun"",""Marie Louise Elizabeth Vegee-Lebrun"",""Marie Louise Elizabeth Vigee-LeBrun"",""marie louise lebrun vigee"",""Marie Louise Vigée-Lebrun"",""Mde. Le Brun"",""m. l. e. vigee lebrun"",""Mme Elizabeth Vigee-Lebrun"",""Mme. Lebrun"",""Vigee le Brun"",""Vigee-Lebrun"",""vigee-lebrun marie-louise elisabeth"",""v. lebrun""]",1755,1842,1755–1842,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1953"",""url"":""""},{""scheme"":""walters-person"",""id"":""3792"",""url"":""https://purl.thewalters.org/art/38.388""},{""scheme"":""wikidata"",""id"":""Q213163"",""url"":""https://www.wikidata.org/wiki/Q213163""}]","[""https://collections.artsmia.org/art/2570"",""https://pantheon.world/profile/person/%C3%89lisabeth_Vig%C3%A9e_Le_Brun"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/07290020416"",""https://www.wikidata.org/wiki/Q213163""]",48,36,40,40,29,,,,,,,,,,,,,
edvard-munch,592b7a48-a4bb-40bd-8b23-092dc0a19ef1,592b7a48-a4bb-40bd-8b23-092dc0a19ef1,Edvard Munch,person,review,true,16,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/edvard-munch,"[""Eduard Munch"",""edv. munch"",""E. Munch"",""Munch""]",1863,1944,1863–1944,NO,"[{""country_code"":""NO"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""NO"",""relationship_type"":""cultural_affiliation"",""is_primary"":true}]",classified,false,"[{""scheme"":""fng-person"",""id"":""60802"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/430345""},{""scheme"":""moma-person"",""id"":""4164"",""url"":""https://www.moma.org/collection/works/80644""},{""scheme"":""nga-constituent"",""id"":""5058"",""url"":""""},{""scheme"":""smk-person"",""id"":""1810_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS3325""},{""scheme"":""tate-person"",""id"":""1678"",""url"":""https://www.tate.org.uk/art/artists/edvard-munch-1678""},{""scheme"":""wikidata"",""id"":""Q41406"",""url"":""https://www.wikidata.org/wiki/Q41406""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS3325"",""https://kokoelma.kansallisgalleria.fi/en/object/430345"",""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Edvard_Munch"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://vocab.getty.edu/ulan/500032949"",""https://www.munch.no/en/edvard-munch/"",""https://www.tate.org.uk/art/artists/edvard-munch-1678"",""https://www.wikidata.org/wiki/Q41406""]",135,23,118,118,11,,,,,,,,,,,,,
sandro-botticelli-q5669,5e5008a1-9d65-42e3-aac6-52078cd377e5,5e5008a1-9d65-42e3-aac6-52078cd377e5,Sandro Botticelli,person,review,true,15,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/sandro-botticelli-q5669,"[""A. Boticello"",""A. Botticelli"",""Alessandro Boticelli"",""Alessandro Botticelli"",""Alessandro Di Filipepi"",""Alessandro di Mariano di Vanni de Filipepi"",""Alessandro di Mariano Filipepi"",""Alessandro Filipepi"",""alessandro filipepi botticelli"",""Alexander Botticelli"",""Allessandro Filipepi Botticelli"",""boticelli"",""Botticelli"",""Leandro Botticelli"",""San. Botticelli"",""Sand. Boticelli"",""Sandro Boticelli"",""Sandro Botticello"",""Sandro Bottichelli"",""Sandro Filipepi Botticelli"",""s. botticelli""]",1445,1510,1445–1510,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""989"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q5669"",""url"":""https://www.wikidata.org/wiki/Q5669""}]","[""https://en.wikipedia.org/wiki/Sandro_Botticelli"",""https://pantheon.world/profile/person/Sandro_Botticelli"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q5669""]",19,19,6,6,6,,,,,,,,,,,,,
jean-antoine-watteau-q183221,62d3ced8-e55e-4346-9857-876fb05586d8,62d3ced8-e55e-4346-9857-876fb05586d8,Jean-Antoine Watteau,person,review,true,57,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/jean-antoine-watteau-q183221,"[""Anthony Wattau"",""Anthony Watteau"",""Antoine Vateau"",""Antoine Vatteau"",""Antoine Wateau"",""Antoine Watteau"",""Antoine Watto"",""antonie watteau"",""Antonio Wattean"",""anton watteau"",""Antony Watteau"",""Antuan Vatto"",""Ant. Vatteau"",""Ant. Wateau"",""Ant. Watteau"",""A. Vatteau"",""A. Wateau"",""A. Watteau"",""de Valenciennes Antoine Watteau"",""J.A. Watteau"",""Jean Antoine 1-atteau"",""Jean-Antoine Vateau"",""Jean-Antoine Vatteau"",""Jean-Antoine Wataux"",""Jean Antoine Wateau"",""Jean-Antoine Wattau"",""Jean-Antoine Wattaux"",""Jean Antoine Watteau"",""Jean-Antoine Watteaux"",""Jean-Antoine Watteax"",""J. Watteau"",""S. Watteaux"",""Vatau"",""Vateau"",""Vato"",""Vatteau"",""Vatteaux"",""Vatto"",""Waltau"",""Watau"",""Wataux"",""Wateau"",""Wateaux"",""Watheau"",""Wattau"",""Wattaux"",""Wattean"",""Watteau"",""Watteaun"",""Watteaux"",""Watteax"",""Wattgo"",""Watthot"",""Watto"",""Watton"",""Wattouw"",""Wattow"",""Wenteau"",""Wittau"",""Wotteau""]",1684,1721,1684–1721,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""fng-person"",""id"":""66044"",""url"":""https://kokoelma.kansallisgalleria.fi/en/object/412452""},{""scheme"":""nga-constituent"",""id"":""1967"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q183221"",""url"":""https://www.wikidata.org/wiki/Q183221""}]","[""https://pantheon.world/profile/person/Jean-Antoine_Watteau"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/03030001832"",""https://www.wikidata.org/wiki/Q183221""]",67,17,21,21,11,,,,,,,,,,,,,
nicolas-poussin-q41554,67feed61-6487-40c2-8612-8bdbb001f62a,67feed61-6487-40c2-8612-8bdbb001f62a,Nicolas Poussin,person,review,true,45,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/nicolas-poussin-q41554,"[""Le Poussin"",""Niccolo Pussino"",""Nicholas Poussin"",""Nicola Poussin"",""Nicolo Poussin"",""Poussin""]",1594,1665,1594–1665,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1798"",""url"":""""},{""scheme"":""smk-person"",""id"":""1857_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMSsp688""},{""scheme"":""wikidata"",""id"":""Q41554"",""url"":""https://www.wikidata.org/wiki/Q41554""}]","[""https://api.smk.dk/api/v1/art?object_number=KMSsp688"",""https://pantheon.world/profile/person/Nicolas_Poussin"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/07290022395"",""https://www.wikidata.org/wiki/Q41554""]",118,45,89,89,20,,,,,,,,,,,,,
